ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
1422,し,シルバークリーナー(プラスチック製),しるばーくりーなー（ぷらすちっくせい）,,プラスチック製容器包装,,汚れのひどいもは普通ごみとして出してください。,
1423,し,真空管,しんくうかん,,普通ごみ,,,
1424,し,真空パック機,しんくうぱっくき,フードシーラー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1425,し,真空パック器,しんくうぱっくき,真空パック機 フードセーバー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1426,し,シンクマット,しんくまっと,,普通ごみ,,,
1427,し,診察券（プラスチック製）,しんさつけん,診察カード プラスチック診察券,普通ごみ,,,
1428,し,診察券（紙製）,しんさつけん（かみせい）,診察カード,ミックスペーパー,,,
1429,し,身長計,しんちょうけい,,粗大ごみ,,,
1430,し,シンバルスタンド,しんばるすたんど,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1431,し,新聞,しんぶん,新聞紙 しんぶんし 古新聞 タブロイド新聞 タブロイド版,資源集団回収,,資源集団回収の回収場所等がわからない場合は生活環境事業所に相談してください。,
1432,し,新聞ストッカー（金属製）,しんぶんすとっかー（きんぞくせい）,新聞ストック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1433,し,新聞ストッカー（金属製以外）,しんぶんすとっかー（きんぞくせいいがい）,新聞ストック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1434,し,ジェルパッド,じぇるぱっと,ジェルパット 冷却ジェルパット 冷感パット,普通ごみ,,,
1435,し,磁気カード,じきかーど,Suica キャッシュカード バスカード プリペイドカード 銀行カード クレジットカード ポイントカード 図書カード 使用済みプリペイドカード 磁器カード テレホンカード テレフォンカード テレカ テレホォンカード ICカード テレビカード クオカード イオカード ic乗車券 パスネット パスモ 電子カード QUOカード モバイルカード icoca pitapa sugoca toica スマートカード メンバーズカード iTunesカード PASMO amazonギフト券,普通ごみ,,発行店で回収する場合もあるので、出す前に発行店等に確認してください。,
1436,し,磁気ガード用金属シート,じきがーどようきんぞくしーと,磁気ガード,小物金属,,,
1437,し,磁気ネックレス,じきねっくれす,ピップマグネループ,普通ごみ,,,
1438,し,磁気マット,じきまっと,,粗大ごみ,,,
1439,し,字消し板（金属製以外）,じけしばん（きんぞくせいいがい）,,普通ごみ,,,
1440,し,字消し板（金属製）,じけしばん（きんぞくせい）,,小物金属,,,
1441,し,磁石,じしゃく,,小物金属,,,
1442,し,磁石入絆創膏,じしゃくいりばんそうこう,ピップエレキバン,普通ごみ,,,
1443,し,ジッパー（金属製）,じっぱー（きんぞくせい）,ファスナー チャック コイルファスナー,小物金属,,,
1444,し,ジッパー（金属製以外）,じっぱー（きんぞくせいいがい）,ファスナー チャック コイルファスナー,普通ごみ,,,
1445,し,自転車,じてんしゃ,バイク 子供自転車 折りたたみ自転車 子供の自転車 おりたたみ自転車部品 子供用バイク 折り畳み式自転車 折り畳み自転車 クロスバイク 子供用自転車 補助つき自転車 折りたたみ式自転車 子ども自転車 こども自転車 マウンテンバイク ロードバイク 幼児用自転車 子ども用自転車,粗大ごみ,,,
1446,し,自転車充電器,じてんしゃじゅうでんき,自転車バッテリ充電器 電動自転車充電器 自転車の充電器,その他,,販売店に相談してください。販売店で回収できない場合は粗大ごみとして出してください。,
1447,し,自転車スタンド（金属製）,じてんしゃすたんど（きんぞくせい）,自転車のスタンド 自転車止め 自転車立て キックスタンド 一輪車スタンド,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1448,し,自転車スタンド（金属製以外）,じてんしゃすたんど（きんぞくせいいがい）,自転車のスタンド 自転車止め 自転車立て キックスタンド 一輪車スタンド,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1449,し,自転車荷台,じてんしゃにだい,自転車部品 自転車の荷台,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1450,し,自転車のカバー,じてんしゃのかばー,自転車カバー サイクルカバー 自転車ビニールカバー,普通ごみ,,,
1451,し,自転車のサドル,じてんしゃのさどる,自転車イス 自転車サドル 自転車のイス 自転車部品 自転車椅子 自転車シート 自転車いす 自転車のシート,小物金属,,,
1452,し,自転車の車輪,じてんしゃのしゃりん,自転車のタイヤ 自転車タイヤ 自転車のホイール 自転車用タイヤ 自転車チューブ 自転車部品 チューブレスタイヤ 自転車ホイル 三輪車のタイヤ 自転車ホイール 自転車車輪 一輪車のタイヤ,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1453,し,自転車のチェーン,じてんしゃのちぇーん,自転車チェーン,小物金属,,,
1454,し,自転車の泥除け(金属製),じてんしゃのどろよけ（きんぞくせい）,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1455,し,自転車の泥除け(金属製以外),じてんしゃのどろよけ（きんぞくせいいがい）,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
1456,し,自転車・バイクのアクセサリー/パーツ(金属製),じてんしゃのぱーつきんぞくせい,ブレーキワイヤー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1457,し,自転車のフレーム,じてんしゃのふれーむ,シートポスト,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1458,し,自転車のベル（金属製）,じてんしゃのべる（きんぞくせい）,自転車ベル 自転車の鈴 自転車の鐘,小物金属,,,
1459,し,自転車のベル（金属製以外）,じてんしゃのべる（きんぞくせいいがい）,自転車ベル 自転車の鈴 自転車の鐘,普通ごみ,,,
1460,し,自転車の補助輪,じてんしゃのほじょりん,自転車部品 自転車補助輪,小物金属,,,
1461,し,自転車のライト,じてんしゃのらいと,ダイナモライト サイクルライト 自転車ライト 自動車ライト,小物金属,,電池は使用済み乾電池として出してください。,
1462,し,自転車・バイクのカゴ,じてんしゃばいくのかご,自転車のかご 自転車のカゴ バイクかご バイク用かご 前カゴ 自転車カゴ 金属カゴ 自転車部品 自転車かご スチールかご 金属かご 金属のかご メッシュカゴ 自転車の前かご 網カゴ ステンレスカゴ 自転車前カゴ 自転車バスケット 自転車前かご 自転車後ろかご 自転車鉄かご 自転車ラック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個の粗大ごみとして出すことができます。）,
1463,し,自転車補助椅子(プラスチック製),じてんしゃほじょいす（ぷらすちっくせい）,自転車の子供用いす 自転車の幼児イス 自転車補助席 自転車子供椅子 自転車部品 自転車補助いす 自転車幼児用補助席 自転車用補助椅子 自転車チャイルドシート 子供用補助いす 自転車用補助いす 自転車用椅子 自転車用チャイルドシート 自転車用子供椅子 自転車のチャイルドシート 自転車補助シート 自転車用補助シート 自転車用こども椅子 自転車用補助席 自転車子供乗せ 自転車子供いす,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1464,し,自転車補助椅子(金属製),じてんしゃほじょいす（きんぞくせい）,自転車の子供用いす 自転車の幼児イス 自転車補助席 自転車子供椅子 自転車部品 自転車補助いす 自転車幼児用補助席 自転車用補助椅子 自転車チャイルドシート 子供用補助いす 自転車用補助いす 自転車用椅子 自転車用チャイルドシート 自転車用子供椅子 自転車のチャイルドシート 自転車補助シート 自転車用補助シート 自転車用こども椅子 自転車用補助席 自転車子供乗せ 自転車子供いす,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
